replica,domain,column,strength,row,psnr_db,ssim,noop_db,gain_db,gain_ssim,reference_row,denominator_db,retained
1,synthetic,d0,5,d2,28.83679191034165,0.6765091355991475,27.248359129104255,1.588432781237394,0.05299198783759218,d0,4.0657200393318575,0.39068916843040424
1,synthetic,d0,5,d3,27.5206879391021,0.6326065683903549,27.248359129104255,0.2723288099978447,0.009089420628799583,d0,4.0657200393318575,0.06698169263090678
1,synthetic,d0,5,d3n,27.428638093796135,0.6322165562716169,27.248359129104255,0.18027896469187965,0.008699408510061568,d0,4.0657200393318575,0.044341214581392056
1,synthetic,d0,all,noop,29.710509180919665,0.7186220522287866,29.710509180919665,0.0,0.0,d0,5.30727141474334,0.0
1,synthetic,d0,all,d0,35.017780595663005,0.8882074715002601,29.710509180919665,5.30727141474334,0.16958541927147353,d0,5.30727141474334,1.0
1,synthetic,d0,all,d1,34.26627234398927,0.8437499824828105,29.710509180919665,4.5557631630696065,0.1251279302540239,d0,5.30727141474334,0.858400260143832
1,synthetic,d0,all,d15,31.80207533876661,0.7944047040088635,29.710509180919665,2.0915661578469447,0.07578265178007693,d0,5.30727141474334,0.3940944403251502
1,synthetic,d0,all,d2,31.88279244307397,0.7915754683661349,29.710509180919665,2.1722832621543056,0.07295341613734829,d0,5.30727141474334,0.4093032167376647
1,synthetic,d0,all,d3,30.456949234259522,0.7471383998240104,29.710509180919665,0.7464400533398567,0.028516347595223812,d0,5.30727141474334,0.14064478618264797
1,synthetic,d0,all,d3n,30.075549402478714,0.7428256569426385,29.710509180919665,0.3650402215590489,0.024203604713851856,d0,5.30727141474334,0.06878114817059951
1,synthetic,d1,1,noop,34.56333812462892,0.9021340251136833,34.56333812462892,0.0,0.0,d1,2.5832866272903914,0.0
1,synthetic,d1,1,d0,30.876537815864097,0.8635606066945573,34.56333812462892,-3.6868003087648233,-0.03857341841912609,d1,2.5832866272903914,-1.4271743095855791
1,synthetic,d1,1,d1,37.14662475191931,0.9558804626979739,34.56333812462892,2.5832866272903914,0.05374643758429054,d1,2.5832866272903914,1.0
1,synthetic,d1,1,d15,35.3467436325718,0.949661744860976,34.56333812462892,0.7834055079428808,0.04752771974729264,d1,2.5832866272903914,0.3032592278637677
1,synthetic,d1,1,d2,35.01907315249734,0.9485369566236863,34.56333812462892,0.4557350278684211,0.046402931510002965,d1,2.5832866272903914,0.17641674874709565
1,synthetic,d1,1,d3,34.61439909778291,0.9325200273565284,34.56333812462892,0.05106097315398728,0.030386002242845045,d1,2.5832866272903914,0.0197658953577076
1,synthetic,d1,1,d3n,32.775122656665495,0.9128753660290454,34.56333812462892,-1.7882154679634255,0.010741340915362052,d1,2.5832866272903914,-0.6922249544716934
1,synthetic,d1,2,noop,32.84866000591869,0.8509033530027094,32.84866000591869,0.0,0.0,d1,3.6846997491182876,0.0
1,synthetic,d1,2,d0,35.50694096435404,0.9415224203369427,32.84866000591869,2.6582809584353484,0.0906190673342333,d1,3.6846997491182876,0.7214376039924145
1,synthetic,d1,2,d1,36.533359755036976,0.9472003803230787,32.84866000591869,3.6846997491182876,0.09629702732036938,d1,3.6846997491182876,1.0
1,synthetic,d1,2,d15,34.855735698932776,0.927399395256535,32.84866000591869,2.0070756930140874,0.07649604225382567,d1,3.6846997491182876,0.5447053571988765
1,synthetic,d1,2,d2,34.75033698122267,0.9256760224322198,32.84866000591869,1.9016769753039782,0.07477266942951044,d1,3.6846997491182876,0.5161009321747398
1,synthetic,d1,2,d3,33.832285763019684,0.9003496665014348,32.84866000591869,0.9836257571009952,0.049446313498725414,d1,3.6846997491182876,0.26694868620879275
1,synthetic,d1,2,d3n,32.83226201840969,0.8881586778975429,32.84866000591869,-0.016397987508995016,0.03725532489483352,d1,3.6846997491182876,-0.004450291373922365
1,synthetic,d1,3,noop,31.051562371410675,0.7807401906268697,31.051562371410675,0.0,0.0,d1,4.402365602842515,0.0
